mesano,caixas_enviadas,caixas_retornadas,pct_retorno,objetivo_mes
2026-01-01,10095.0,5047.0,0.49995047052996533,7066.5
2026-02-01,7382.0,3266.0,0.4424275264156055,5167.4
2026-03-01,,,,
2026-04-01,,,,
2026-05-01,,,,
2026-06-01,11822.0,1574.0,0.13314160040602266,8275.4
2026-07-01,,,,
